Product_ID,product_name,brand,price,Original_Price,Discount_Percentage,Rating,Number_of_Ratings,Shades_Available,Breadcrumbs,Product_URL,Description
PROD0132,Biotique Hydra Lip Balm,Biotique,2885,3513,17.9,4.5,5291,16,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0132,Hydrating and gentle on skin with rich texture.
PROD0133,The Body Shop Hydra Lip Balm,The Body Shop,2595,3596,27.8,4.1,4769,17,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0133,"Smudge-proof, waterproof, and lightweight formula."
PROD0134,The Body Shop Matte Lip Balm,The Body Shop,4818,5630,14.4,4.8,1260,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0134,Long-lasting formula with smooth application.
PROD0135,Vaseline Ultra Lip Balm,Vaseline,5173,6313,18.1,4,3003,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0135,Long-lasting formula with smooth application.
PROD0136,Vaseline Hydra Lip Balm,Vaseline,4990,6300,20.8,4.6,6292,18,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0136,Enriched with natural extracts for everyday use.
PROD0137,Himalaya Ultra Lip Balm,Himalaya,5448,6293,13.4,3.8,4787,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0137,Tested by dermatologists and suitable for all skin types.
PROD0138,Vaseline Matte Lip Balm,Vaseline,3224,3335,3.3,3.9,5733,19,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0138,"Smudge-proof, waterproof, and lightweight formula."
PROD0139,The Body Shop Natural Lip Balm,The Body Shop,3921,4691,16.4,3.6,177,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0139,Long-lasting formula with smooth application.
PROD0140,Nivea Natural Lip Balm,Nivea,5095,5560,8.4,4.8,5282,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0140,Tested by dermatologists and suitable for all skin types.
PROD0141,Biotique Matte Lip Balm,Biotique,1748,2907,39.9,5,3297,18,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0141,"Smudge-proof, waterproof, and lightweight formula."
PROD0142,Vaseline Hydra Lip Balm,Vaseline,3441,4025,14.5,4.2,6028,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0142,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0143,Vaseline Pure Lip Balm,Vaseline,2058,2201,6.5,3.9,4182,19,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0143,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0144,Vaseline Intense Lip Balm,Vaseline,1572,1930,18.5,4.8,2877,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0144,Enriched with natural extracts for everyday use.
PROD0145,Nivea Glow Lip Balm,Nivea,5053,5746,12.1,3.6,2439,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0145,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0146,The Body Shop Intense Lip Balm,The Body Shop,5411,6520,17,3.8,3177,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0146,Enriched with natural extracts for everyday use.
PROD0147,Nivea Hydra Lip Balm,Nivea,2423,2496,2.9,4.5,1956,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0147,"Smudge-proof, waterproof, and lightweight formula."
PROD0148,Biotique Ultra Lip Balm,Biotique,3227,3403,5.2,4.5,3572,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0148,Tested by dermatologists and suitable for all skin types.
PROD0149,Himalaya Pure Lip Balm,Himalaya,5153,6526,21,4.9,5558,7,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0149,Tested by dermatologists and suitable for all skin types.
PROD0150,Nivea Natural Lip Balm,Nivea,150,1244,87.9,3.6,6818,15,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0150,Enriched with natural extracts for everyday use.
PROD0151,The Body Shop Pure Lip Balm,The Body Shop,3671,4071,9.8,3.7,5270,12,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0151,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0152,Himalaya Matte Lip Balm,Himalaya,2618,3320,21.1,4.3,448,2,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0152,"Smudge-proof, waterproof, and lightweight formula."
PROD0153,Vaseline Pure Lip Balm,Vaseline,4084,4754,14.1,4.4,4600,17,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0153,"Smudge-proof, waterproof, and lightweight formula."
PROD0154,Vaseline Glow Lip Balm,Vaseline,2944,4323,31.9,4.5,7862,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0154,Tested by dermatologists and suitable for all skin types.
PROD0155,Nivea Pure Lip Balm,Nivea,4152,4584,9.4,4.1,7556,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0155,Long-lasting formula with smooth application.
PROD0156,Vaseline Matte Lip Balm,Vaseline,3334,4414,24.5,4.7,7201,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0156,Tested by dermatologists and suitable for all skin types.
PROD0157,Biotique Pure Lip Balm,Biotique,4275,4591,6.9,4.9,7539,18,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0157,"Smudge-proof, waterproof, and lightweight formula."
PROD0158,Vaseline Glow Lip Balm,Vaseline,1772,2464,28.1,4.9,1423,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0158,Long-lasting formula with smooth application.
PROD0159,Himalaya Matte Lip Balm,Himalaya,3579,4286,16.5,4.3,2292,12,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0159,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0160,Nivea Ultra Lip Balm,Nivea,2197,3173,30.8,4.8,1100,,Home/Personal Care/Lip Balm,https://www.myntra.com/personal-care/lip balm/PROD0160,Hydrating and gentle on skin with rich texture.
PROD0161,Maybelline Glow Mascara,Maybelline,772,2241,65.6,5,3142,12,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0161,Hydrating and gentle on skin with rich texture.
PROD0162,Swiss Beauty Glow Mascara,Swiss Beauty,1921,3164,39.3,4.7,6393,19,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0162,"Smudge-proof, waterproof, and lightweight formula."
PROD0163,Faces Canada Ultra Mascara,Faces Canada,3581,3980,10,4.9,6407,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0163,"Smudge-proof, waterproof, and lightweight formula."
PROD0164,Faces Canada Glow Mascara,Faces Canada,5601,6387,12.3,4,2187,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0164,Hydrating and gentle on skin with rich texture.
PROD0165,Colorbar Natural Mascara,Colorbar,4967,6223,20.2,4.1,5259,20,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0165,Enriched with natural extracts for everyday use.
PROD0166,L'Oreal Glow Mascara,L'Oreal,1196,1422,15.9,4,2642,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0166,"Smudge-proof, waterproof, and lightweight formula."
PROD0167,Colorbar Intense Mascara,Colorbar,398,1654,75.9,4.5,3175,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0167,Enriched with natural extracts for everyday use.
PROD0168,Swiss Beauty Hydra Mascara,Swiss Beauty,2281,2628,13.2,4,6454,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0168,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0169,Swiss Beauty Ultra Mascara,Swiss Beauty,1323,2251,41.2,3.8,2611,5,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0169,Long-lasting formula with smooth application.
PROD0170,Maybelline Glow Mascara,Maybelline,5570,6528,14.7,4.1,4036,2,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0170,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0171,Swiss Beauty Ultra Mascara,Swiss Beauty,4907,5893,16.7,4.9,5854,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0171,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0172,Swiss Beauty Hydra Mascara,Swiss Beauty,2498,3164,21,4.1,7879,7,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0172,Enriched with natural extracts for everyday use.
PROD0173,Swiss Beauty Intense Mascara,Swiss Beauty,4256,5410,21.3,3.7,6036,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0173,Hydrating and gentle on skin with rich texture.
PROD0174,Swiss Beauty Hydra Mascara,Swiss Beauty,1875,2541,26.2,4.6,2588,17,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0174,"Smudge-proof, waterproof, and lightweight formula."
PROD0175,Colorbar Intense Mascara,Colorbar,3258,4707,30.8,4.1,2199,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0175,Enriched with natural extracts for everyday use.
PROD0176,Colorbar Matte Mascara,Colorbar,4706,5035,6.5,3.8,2217,17,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0176,Enriched with natural extracts for everyday use.
PROD0177,Maybelline Glow Mascara,Maybelline,397,971,59.1,4.4,5583,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0177,Long-lasting formula with smooth application.
PROD0178,Faces Canada Hydra Mascara,Faces Canada,529,989,46.5,4.9,5556,15,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0178,Long-lasting formula with smooth application.
PROD0179,Faces Canada Pure Mascara,Faces Canada,2924,3678,20.5,4.4,5413,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0179,Tested by dermatologists and suitable for all skin types.
PROD0180,Swiss Beauty Intense Mascara,Swiss Beauty,1876,2941,36.2,4.1,4908,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0180,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0181,Swiss Beauty Glow Mascara,Swiss Beauty,4609,6077,24.2,4.5,1725,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0181,Hydrating and gentle on skin with rich texture.
PROD0182,Swiss Beauty Hydra Mascara,Swiss Beauty,1859,2545,27,4.9,5255,3,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0182,Enriched with natural extracts for everyday use.
PROD0183,Maybelline Glow Mascara,Maybelline,1698,2946,42.4,3.7,2724,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0183,Enriched with natural extracts for everyday use.
PROD0184,L'Oreal Pure Mascara,L'Oreal,2648,3322,20.3,4.4,7915,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0184,Tested by dermatologists and suitable for all skin types.
PROD0185,Maybelline Pure Mascara,Maybelline,1921,3333,42.4,5,1742,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0185,Tested by dermatologists and suitable for all skin types.
PROD0186,Swiss Beauty Hydra Mascara,Swiss Beauty,5954,7124,16.4,3.6,161,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0186,"Smudge-proof, waterproof, and lightweight formula."
PROD0187,L'Oreal Natural Mascara,L'Oreal,1202,1901,36.8,3.8,7550,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0187,Enriched with natural extracts for everyday use.
PROD0188,Faces Canada Intense Mascara,Faces Canada,2201,3185,30.9,4.4,4936,16,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0188,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0189,Colorbar Matte Mascara,Colorbar,3862,4229,8.7,4.4,5697,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0189,Enriched with natural extracts for everyday use.
PROD0190,Colorbar Pure Mascara,Colorbar,4429,4852,8.7,3.7,2037,3,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0190,Tested by dermatologists and suitable for all skin types.
PROD0191,L'Oreal Ultra Mascara,L'Oreal,3884,4724,17.8,4.1,3527,12,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0191,Enriched with natural extracts for everyday use.
PROD0192,Faces Canada Ultra Mascara,Faces Canada,5320,6009,11.5,4.6,4001,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0192,"Smudge-proof, waterproof, and lightweight formula."
PROD0193,Swiss Beauty Natural Mascara,Swiss Beauty,2707,2966,8.7,3.9,6558,2,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0193,Hydrating and gentle on skin with rich texture.
PROD0194,Colorbar Natural Mascara,Colorbar,5082,5201,2.3,3.7,5947,2,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0194,Enriched with natural extracts for everyday use.
PROD0195,Maybelline Intense Mascara,Maybelline,5030,5879,14.4,5,5168,17,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0195,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0196,Faces Canada Pure Mascara,Faces Canada,5879,7033,16.4,4.7,5867,10,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0196,Long-lasting formula with smooth application.
PROD0197,Maybelline Matte Mascara,Maybelline,767,1293,40.7,4.8,4931,18,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0197,Enriched with natural extracts for everyday use.
PROD0198,Swiss Beauty Intense Mascara,Swiss Beauty,3764,4406,14.6,4.4,7154,2,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0198,Long-lasting formula with smooth application.
PROD0199,L'Oreal Hydra Mascara,L'Oreal,5709,5919,3.5,3.7,6761,8,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0199,Hydrating and gentle on skin with rich texture.
PROD0200,Maybelline Matte Mascara,Maybelline,5192,5556,6.6,3.5,3523,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0200,Long-lasting formula with smooth application.
PROD0201,Maybelline Pure Mascara,Maybelline,1648,1865,11.6,4.7,2718,17,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0201,Hydrating and gentle on skin with rich texture.
PROD0202,Colorbar Ultra Mascara,Colorbar,4995,6341,21.2,4.4,2239,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0202,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0203,Colorbar Ultra Mascara,Colorbar,263,1421,81.5,4,7468,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0203,Long-lasting formula with smooth application.
PROD0204,Maybelline Natural Mascara,Maybelline,3724,4762,21.8,4.7,4342,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0204,Hydrating and gentle on skin with rich texture.
PROD0205,Swiss Beauty Ultra Mascara,Swiss Beauty,2938,3563,17.5,4.7,68,19,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0205,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0206,L'Oreal Ultra Mascara,L'Oreal,2154,2255,4.5,3.9,2612,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0206,Hydrating and gentle on skin with rich texture.
PROD0207,Faces Canada Natural Mascara,Faces Canada,4594,5592,17.8,4.3,2063,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0207,Enriched with natural extracts for everyday use.
PROD0208,Maybelline Natural Mascara,Maybelline,1521,1710,11.1,4.4,1767,4,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0208,"Smudge-proof, waterproof, and lightweight formula."
PROD0209,Faces Canada Pure Mascara,Faces Canada,3604,4140,12.9,4.4,41,20,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0209,"Smudge-proof, waterproof, and lightweight formula."
PROD0210,Maybelline Ultra Mascara,Maybelline,5186,6050,14.3,5,5536,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0210,Hydrating and gentle on skin with rich texture.
PROD0211,L'Oreal Ultra Mascara,L'Oreal,5946,7386,19.5,3.5,5979,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0211,"Smudge-proof, waterproof, and lightweight formula."
PROD0212,Faces Canada Matte Mascara,Faces Canada,651,1075,39.4,4.7,4669,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0212,Long-lasting formula with smooth application.
PROD0213,Faces Canada Pure Mascara,Faces Canada,1944,2933,33.7,4.9,7693,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0213,"Smudge-proof, waterproof, and lightweight formula."
PROD0214,L'Oreal Hydra Mascara,L'Oreal,960,2150,55.3,3.9,6169,16,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0214,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0215,Swiss Beauty Ultra Mascara,Swiss Beauty,4211,4755,11.4,4.4,6919,10,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0215,"Smudge-proof, waterproof, and lightweight formula."
PROD0216,Maybelline Intense Mascara,Maybelline,3540,3873,8.6,4,6939,6,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0216,Hydrating and gentle on skin with rich texture.
PROD0217,L'Oreal Matte Mascara,L'Oreal,4827,6014,19.7,4.4,3616,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0217,Tested by dermatologists and suitable for all skin types.
PROD0218,Colorbar Ultra Mascara,Colorbar,4288,5185,17.3,3.8,5386,9,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0218,Hydrating and gentle on skin with rich texture.
PROD0219,Faces Canada Matte Mascara,Faces Canada,271,1495,81.9,3.8,448,8,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0219,"Smudge-proof, waterproof, and lightweight formula."
PROD0220,Maybelline Hydra Mascara,Maybelline,4207,4398,4.3,4.8,3087,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0220,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0221,Colorbar Natural Mascara,Colorbar,1429,1824,21.7,4.9,6987,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0221,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0222,Colorbar Ultra Mascara,Colorbar,152,507,70,4.4,6277,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0222,Tested by dermatologists and suitable for all skin types.
PROD0223,Colorbar Pure Mascara,Colorbar,1450,2246,35.4,4.8,4582,16,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0223,Enriched with natural extracts for everyday use.
PROD0224,L'Oreal Intense Mascara,L'Oreal,344,886,61.2,4.8,6202,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0224,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0225,Colorbar Natural Mascara,Colorbar,3228,4686,31.1,3.6,6870,1,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0225,Long-lasting formula with smooth application.
PROD0226,Maybelline Ultra Mascara,Maybelline,4218,5154,18.2,4.9,1811,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0226,Hydrating and gentle on skin with rich texture.
PROD0227,L'Oreal Ultra Mascara,L'Oreal,3754,4244,11.5,4.4,1523,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0227,"Smudge-proof, waterproof, and lightweight formula."
PROD0228,Faces Canada Ultra Mascara,Faces Canada,3362,4519,25.6,4.2,6348,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0228,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0229,Maybelline Natural Mascara,Maybelline,2366,2600,9,4.6,3163,14,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0229,Tested by dermatologists and suitable for all skin types.
PROD0230,L'Oreal Glow Mascara,L'Oreal,4924,5447,9.6,4.8,1064,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0230,Tested by dermatologists and suitable for all skin types.
PROD0231,Maybelline Intense Mascara,Maybelline,3779,5165,26.8,3.8,6383,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0231,Long-lasting formula with smooth application.
PROD0232,Colorbar Pure Mascara,Colorbar,5003,5184,3.5,4.6,4771,8,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0232,Tested by dermatologists and suitable for all skin types.
PROD0233,Swiss Beauty Natural Mascara,Swiss Beauty,2969,3340,11.1,4.3,6823,19,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0233,Enriched with natural extracts for everyday use.
PROD0234,Swiss Beauty Pure Mascara,Swiss Beauty,770,1200,35.8,4.9,1922,9,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0234,"Smudge-proof, waterproof, and lightweight formula."
PROD0235,Maybelline Glow Mascara,Maybelline,3045,3893,21.8,3.5,3604,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0235,"Smudge-proof, waterproof, and lightweight formula."
PROD0236,L'Oreal Ultra Mascara,L'Oreal,1852,2411,23.2,3.6,7583,10,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0236,Tested by dermatologists and suitable for all skin types.
PROD0237,Swiss Beauty Glow Mascara,Swiss Beauty,1805,2419,25.4,4.4,637,16,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0237,Long-lasting formula with smooth application.
PROD0238,L'Oreal Pure Mascara,L'Oreal,689,1154,40.3,3.8,6151,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0238,Hydrating and gentle on skin with rich texture.
PROD0239,Faces Canada Intense Mascara,Faces Canada,4009,4609,13,3.6,1512,16,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0239,Long-lasting formula with smooth application.
PROD0240,L'Oreal Natural Mascara,L'Oreal,4734,5161,8.3,4,7811,,Home/Personal Care/Mascara,https://www.myntra.com/personal-care/mascara/PROD0240,Tested by dermatologists and suitable for all skin types.
PROD0241,Bobbi Brown Matte Foundation,Bobbi Brown,1413,2329,39.3,4.1,6079,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0241,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0242,MAC Natural Foundation,MAC,1749,3011,41.9,4.7,4262,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0242,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0243,Maybelline Hydra Foundation,Maybelline,5338,6734,20.7,4,1627,2,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0243,Hydrating and gentle on skin with rich texture.
PROD0244,L'Oreal Pure Foundation,L'Oreal,2852,3798,24.9,3.8,2354,18,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0244,Long-lasting formula with smooth application.
PROD0245,MAC Matte Foundation,MAC,1128,2187,48.4,4.5,2095,11,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0245,"Smudge-proof, waterproof, and lightweight formula."
PROD0246,MAC Natural Foundation,MAC,4095,5131,20.2,4.2,596,15,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0246,Hydrating and gentle on skin with rich texture.
PROD0247,Nykaa Ultra Foundation,Nykaa,5503,6900,20.2,4.9,3815,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0247,"Smudge-proof, waterproof, and lightweight formula."
PROD0248,Nykaa Matte Foundation,Nykaa,1443,1775,18.7,4.2,7687,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0248,Enriched with natural extracts for everyday use.
PROD0249,Maybelline Glow Foundation,Maybelline,413,977,57.7,4.8,16,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0249,"Smudge-proof, waterproof, and lightweight formula."
PROD0250,Maybelline Hydra Foundation,Maybelline,3415,4139,17.5,4.2,492,13,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0250,Hydrating and gentle on skin with rich texture.
PROD0251,L'Oreal Glow Foundation,L'Oreal,5277,5553,5,3.5,3368,1,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0251,"Smudge-proof, waterproof, and lightweight formula."
PROD0252,Maybelline Natural Foundation,Maybelline,3527,3741,5.7,4.5,4324,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0252,Tested by dermatologists and suitable for all skin types.
PROD0253,Maybelline Matte Foundation,Maybelline,5071,5220,2.9,4.9,2563,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0253,Hydrating and gentle on skin with rich texture.
PROD0254,Maybelline Hydra Foundation,Maybelline,4189,5053,17.1,3.6,3668,6,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0254,Enriched with natural extracts for everyday use.
PROD0255,Maybelline Natural Foundation,Maybelline,1139,1579,27.9,3.7,2119,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0255,Tested by dermatologists and suitable for all skin types.
PROD0256,L'Oreal Pure Foundation,L'Oreal,4349,4780,9,4.2,4609,17,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0256,Tested by dermatologists and suitable for all skin types.
PROD0257,Bobbi Brown Intense Foundation,Bobbi Brown,1327,1941,31.6,4.2,6189,8,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0257,"Smudge-proof, waterproof, and lightweight formula."
PROD0258,Lakme Ultra Foundation,Lakme,5989,6752,11.3,3.6,3660,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0258,Tested by dermatologists and suitable for all skin types.
PROD0259,Nykaa Matte Foundation,Nykaa,5526,6393,13.6,4.2,846,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0259,Long-lasting formula with smooth application.
PROD0260,Lakme Intense Foundation,Lakme,4734,6060,21.9,4.1,4542,20,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0260,Enriched with natural extracts for everyday use.
PROD0261,Nykaa Glow Foundation,Nykaa,4846,5236,7.4,4.8,7586,20,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0261,Long-lasting formula with smooth application.
PROD0262,Nykaa Intense Foundation,Nykaa,427,1622,73.7,4.7,1540,11,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0262,Enriched with natural extracts for everyday use.
PROD0263,Nykaa Ultra Foundation,Nykaa,2027,3410,40.6,4.6,1167,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0263,Long-lasting formula with smooth application.
PROD0264,MAC Pure Foundation,MAC,4692,5995,21.7,4.4,1370,9,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0264,Enriched with natural extracts for everyday use.
